,tweet_id,input,output
27,1276925152509427715,"Trump on coronavirus testing: ‘If we stopped testing right now, we’d have very few cases, if any’ https://t.co/3yLCu1QVyU via @YahooNews 🔥Youll b AMAZED how many couldn’t pick up on what he meant bcus of never missing an opportunity 2call a BILLIONAIRE crazy! The joke is onTHEM!",0
28,1276920264249364486,"“We have it totally under control” “Today I am instructing my administration to halt funding of the World Health Organization”.              ”If we stopped testing right now, we’d have very few cases, if any.” https://t.co/8tPPO01xZU",0
29,1276844506013458432,"@Aselly22 @NotonMy06517619 @parscale OMG! 
I gave you 5  off the top of my head, and you choose to make excuses for every single one of them. 
During a round table discussion:
6/15/20: if we stopped testing right now we’d have very few cases if any. 

BOLD FACE LIE!",0
30,1276711189712703488,"@Creepyjoe10 @Gammiex4MMC @DrTedros @WHO https://t.co/5AsfqJ6DN0

There you go.

“If we stopped testing right now, we'd have very few cases, if any.” - actually said by Donald Trump.

He's said it repeatedly, as well.",0
31,1276634056801820673,"@DonaldJTrumpJr Sure. And the idea of “If we stopped testing right now, we’d have very few cases, if any"" is *such* an indication of mental acuity.

https://t.co/Dpo6aYKewW",0
32,1276585208934879233,"@realDonaldTrump Something you said that was painfully stupid, and I quote 
“If we stopped testing right now, we’d have very few cases, if any.”
Does not sound very smart to me",0
33,1276544879217311745,"""If we stopped testing right now, we'd have very few cases, if any."" 
- Trump 

Object permanence is a 9 month old developmental milestone that involves a baby's understanding that when things disappear from view, they don't cease to exist.",0
34,1276491302952148993,"1. Trump said before he planned a rally on June 19 “nobody had ever heard of” Juneteenth.

2. Said “If we stopped testing right now, we'd have very few cases, if any.”

3. Says he’s the one who gave the nickname “Mad Dog” to former Defense Secretary James Mattis. https://t.co/gYrHWBNJid",0
35,1276378075354116096,"@realDonaldTrump You said this: “If you don’t test, you don’t have any cases,” Trump said at a June 15 roundtable discussion at the White House. “If we stopped testing right now, we’d have very few cases, if any.”",0
36,1276365489292353536,"@realDonaldTrump “If you don’t test, you don’t have any cases,” “If we stopped testing right now, we’d have very few cases, if any.”",0
37,1276126124649709568,"@gaynor_gregory @Wolfgirl_Rules @_ReaalAmerican_ @PressSec He stated that the soaring national count was simply the RESULT of HOW MUCH TESTING WAS BEING DONE NOW.

“If you don’t test, you don’t HAVE ANY CASES. If we STOPPED testing right now, we’d have very few cases, if any.”

So, he was NOT SAYING THEY SHOULD STOP TESTING.",0
38,1275981994422341634,"""If we stopped testing right now, we'd have very few cases, if any.""
- Trump 
Object permanence is a 9 month old developmental milestone that involves a baby's understanding that when things disappear from view, they don't cease to exist. #TrumpIsUnwell",0
39,1275507673497305088,"@eaton ""If you don't test, you don't have any cases. If we stopped testing right now, we'd have very few cases, if any."" -- Trump, June 15th.

What scares me most is not what he says, but that noone in the room is speaking up about it. https://t.co/aQSgVc4xUV",0
40,1275435711714320384,"Via @PolitiFact | Fact-checking ⁦⁦@realDonaldTrump⁩’s claim: “If we stopped testing right now, we'd have very few cases, if any.” https://t.co/RRgeCvWDvs",0
41,1275382895717298177,"@OshotheGreat55 @risitasfanclub @nypost Or when he tells stupid lies like... “If we stopped testing right now, we'd have very few cases, if any.”",0
42,1275280684395884544,"@realDonaldTrump Your message:  ""If we stopped testing right now, we'd have very few cases, if any"".  Yeah.  Way to get all sciencey and stuff, shit-gibbon.",0
43,1275222426788528134,"“If we stopped testing right now, we’d have very few cases, if any.”
Oh, baby Trump, you’re so close! At 9 months of age, you’ll have a grasp of object permanence. Don’t push too hard, though - we know you need to take your sweet time with those milestones! Precious.",0
44,1275107120107655170,"6/18: “Look, if we didn’t test all the cases that we’re reporting, you wouldn’t know about any of those cases. In many ways, it makes us look bad.” https://t.co/b0GMS70Geu

6/15: ""If we stopped testing right now, we’d have very few cases, if any."" https://t.co/G5vO8UvV51",0
45,1275078156819378178,"“If you don’t test, you don’t have any cases,” @realDonaldTrump said. “If we stopped testing right now, we’d have very few cases, if any.”

Testing doesn’t create the virus. Even without diagnostics, #COVID19 would still pose a problem. 

📝: @shefalil https://t.co/W59Wqc0aO3",0
46,1275049049599729664,"↓
♦""if we stopped testing right now, we'd have very few cases, if any""♦

a very, very #DISCONNECTED @realDonaldTrump
https://t.co/TEuyCT9uxI",0
47,1274801175691440133,"Also, at a White House event last week, Trump explained his theory on COVID-19 testing. “If you don’t test, you don’t have any cases. If we stopped testing right now, we’d have very few cases, if any.” Makes perfect sense, said no one.",0
48,1274751050801713153,"dudes a fuckin idiot. its like the comment he made the other day “if we stopped testing right now, we’d have very few cases, if any.” the truest thing he’s ever said but also the dumbest. 😂🤦🏼‍♂️ https://t.co/yoO3yTJj8q",0
49,1274728607542321156,"“if we stopped testing right now we’d have very few  cases... if any. at. all.” -P*TUS 

wtf. 🙈

“if i close my eyes the monsters won’t get me”",0
50,1274715320272523266,"@realDonaldTrump @AndrewBates
Not only is the ""joke"" tactic long-discredited, but look at what Trump said *before*:
""Trump calls coronavirus testing 'overrated,' says it 'makes us look bad'"" https://t.co/LDF20t8cg5
""If we stopped testing right now, we’d have very few cases, if any.""",0
51,1274707183763103744,"Not only is the ""joke"" tactic long-discredited, but look at what Trump said *before*:

""Trump calls coronavirus testing 'overrated,' says it 'makes us look bad'"" https://t.co/JTdgyiQpmE

""If we stopped testing right now, we’d have very few cases, if any."" https://t.co/G5vO8UvV51 https://t.co/Shz1WxWIuF",0
52,1274696606260932609,"Trump on coronavirus testing: ‘If we stopped testing right now, we’d have very few cases, if any’ https://t.co/ANsIxruKyP via @YahooNews",0
53,1274662101567639552,"“If you don’t test, you don’t have any cases,” Trump said. “If we stopped testing right now, we’d have very few cases, if any.”

It’s a talking point the administration is emphasizing. 

📝: @shefalil, KHN/@PolitiFact #HealthCheck https://t.co/T3LTf2jkh0",0
54,1274586158551490561,"@weijia Yeah, right. It goes right along with this statement he made on June 15th during a roundtable discussion at the WH, “If you don’t test, you don’t have any cases. If we stopped testing right now, we’d have very few cases, if any.”",0
55,1274541816289923076,@BettyBowers “If we stopped testing right now we’d have very few cases if any.” https://t.co/4UO9DLe5s8,0
56,1274526428068040705,"@DNCWarRoom “If you don’t test, you don’t have any cases,” Trump said at a June 15 roundtable discussion at the White House. “If we stopped testing right now, we’d have very few cases, if any.” Same story; different day. The WH Official is lying. #TrumpRally",0
57,1274525828450340870,"@MichaelCBender Literally this week: “If you don’t test, you don’t have any cases,” Trump said at a June 15 roundtable discussion at the White House. “If we stopped testing right now, we’d have very few cases, if any.” The WH official is lying. #TrumpRally",0
58,1274506071130943488,"“[T]he downside of having good testing is you find a lot of cases that other countries, who don’t even test, don’t have.  If you don’t test, you don’t have any cases.  If we stopped testing right now, we’d have very few cases, if any.”
https://t.co/scKKzS2qYM",0
59,1274411984549797888,"@dandrezner @gtconway3d If you don’t test, you don’t have any cases,” Trump said at a June 15 roundtable discussion at the White House. “If we stopped testing right now, we’d have very few cases, if any.”",0
60,1274402017285267457,"I’m not gonna claim to be a stable genius or anything - BUT - I mean, I did just discover the cure for cancer. Stop testing for it. Simple as that. “If we stopped testing right now, we’d have very few cases, if any.”",0
61,1274399533972066305,"""If we stopped testing right now, we'd have very few cases, if any."" #worstpresidentever #VoteTrumpOut #CoronaUpdates #TrumpIsNotWell #TrumpRallyTulsa https://t.co/2NdHBn924Q",0
62,1274347064445538305,"@mrjamesob “If we stopped testing right now, we'd have very few cases, if any.” Donald Trump",0
63,1274330410483200000,“If we stopped testing right now we’d have very few cases if any.” The President of the United States said this. Out loud. In front of other people. Nobody laughed. Or snortled. Or projectile vomited. He IS @POTUS after all. #covid19 #pandemic #USA,0
64,1274302248726781952,"“If we stopped testing right now, we’d have very few cases, if any.” Donald Trump

Africa is not alone in having dumb leaders.🤣 https://t.co/j5V4KfHeed",0
65,1274153335889768449,"@realDonaldTrump ""If you don't test, you don't have any cases,"" Trump said at a June 15 roundtable discussion at the White House. ""If we stopped testing right now, we'd have very few cases, if any.""

If you do not test for cancer, then no one would have cancer either. tRump is an idiot.",0
66,1274092128747094016,"So Trump stated “If we stopped testing right now, we’d have very few cases, if any.” 

That's like stating during a baby shower ""If you don't take a pregnancy test, even if you don't use protection your not going to end up pregnant."" 

It just isn't logical!",0
67,1274043927004413952,"@BriMeg38 @InspiringU2 Is this of the same mind set of the president who said “if we stopped testing right now, we’d have very few cases, if any”? It’s so ridiculous! There’s no proof of more testing. In fact here’s an article stating the exact opposite: https://t.co/9Yhlr9p1Vb",0
68,1274020545277734912,"😷 #TrumpHasNoPlan 
“If we stopped testing right now, we’d have very few cases, if any.”

— Donald Trump 
#IllegitimatePresident

The soaring national count was simply the result of superior testing. 😲

#Biden2020
🇺🇸💪🌊 #Integrity #experience #ForThePeople https://t.co/cd7CKhLgCH",0
69,1273999599674331138,"“If you don’t test you don’t have any cases. If we stopped testing right now we’d have very few cases, if any” you’re right Mr. President. We wouldn’t have any cases. Similarly to how if people stopped recording the police we’d have 0 cases of police brutality. Check yourself sir",0
70,1273982892679495682,"Trump quote of the day: “If we stopped testing right now, we’d have very few cases, if any...” 🤔",0
71,1273707925966643201,@brooklynmutt @Acyn “If we stopped testing right now we’d have very few cases if any.” https://t.co/1q3rZUcTbI,0
72,1273704469901926400,"“If we stopped testing right now, we'd have very few cases, if any.”-stated on June 15, 2020 in remarks during a roundtable discussion

testing doesn’t create instances of the virus — it is just a way of showing and tracking them",0
73,1273700640934506498,"If we stopped testing right now we’d have very few cases, if any 🤯",0
74,1273696234109317121,President Trump is breathtakingly dumb quote “if we stopped testing right now we’d have very few cases if any” in other words if we stop the testing the virus will go away 🤦🏿‍♂️ #LittleChiefBunkerBitch #TrumpIsNotWell,0
75,1273668823271591938,"@TwoWordsForYa If we stopped testing right now, we'd have very few cases, if any.",0
76,1273665749777707008,"* blinking * 🤦🏽‍♀️ RT @amys_worried: #COVID19: 

""If you don't test, you don't have any cases.""

""If we stopped testing right now, we'd have very few cases -- if any.""

#QUOTE #DonaldTrump",0
77,1273638974117031936,"“If you don’t test, you don’t have any cases,” #PresidentTrump said at a June 15 roundtable discussion. ""If we stopped testing right now, we’d have very few cases, if any.” We rate it Pants on Fire. KHN/@PolitiFact #HealthCheck

📝: @shefalil 
🔗: https://t.co/lw6LaBqKZ3 https://t.co/r59MEHVIQN",0
78,1273625615858577409,"""If we stopped testing right now, we'd have very few cases, if any.""
Donald J. Trump
Do ya'll remember when George W. Bush was the dumbest president we ever had? 
#yallspresidentaintshit #trumisadumbass",0
79,1273482291507982337,"""If we stopped testing right now, we'd have very few cases, if any.""
- Trump

Object permanence is a 9 month old developmental milestone that involves a baby's understanding that when things disappear from view, they don't cease to exist.",0
80,1273415144287227905,"“If we stopped testing right now, we’d have very few cases - if any.” - Donald Trump on coronavirus https://t.co/5uztN2O5nX",0
81,1273366872117952518,"NEW: “If you don’t test, you don’t have any cases,” Trump said at a June 15 roundtable discussion at the White House. “If we stopped testing right now, we’d have very few cases, if any.”

📝: @shefalil, @KHNews/@PolitiFact #HealthCheck https://t.co/ZXB12T0EJv",0
82,1273366702127042562,"“If you don’t test, you don’t have any cases,” Trump said at a June 15 roundtable discussion at the White House. “If we stopped testing right now, we’d have very few cases, if any.”

📝: @shefalil, KHN/@PolitiFact #HealthCheck https://t.co/T3LTf2jkh0",0
83,1273351655203975176,"lrt: bruh
""If you don't test, you don't have any cases,"" Trump said at a June 15 roundtable discussion at the White House. ""If we stopped testing right now, we'd have very few cases, if any.""

he was always content w/ letting the virus ""wash over"" the country btw. recorded fact.",0
84,1273338940230004738,"#COVID19: 

""If you don't test, you don't have any cases.""

""If we stopped testing right now, we'd have very few cases -- if any.""

#QUOTE #DonaldTrump",0
85,1273307319003230208,"""If we stopped testing right now we'd have very few cases if any""
                     tRump
                      5 hrs ago 
WTF",0
86,1273295595277561857,"“[T]he downside of having good testing is you find a lot of cases that other countries, who don’t even test, don’t have.  If you don’t test, you don’t have any cases.  If we stopped testing right now, we’d have very few cases, if any.”
@highbrow
https://t.co/hHSkD0hUCH",0
87,1273290617381097472,"“If we stopped testing right now, we’d have very few cases, if any” -Orange Man 2020

you cant make these things up",0
88,1273283731323838465,"“If we stopped testing right now, we’d have very few cases, if any,” Trump said on Monday. King Crimson were right: ""The fate of all mankind...is in the hands of fools"". https://t.co/nKN1nBgilt via @BostonGlobe",0
89,1273269085988667392,"“If we stopped testing right now, we’d have very few cases, if any.”
                 -An Asshole https://t.co/8fqCuVSNzU",0
90,1273253175945048064,"""If we stopped testing right now, we'd have very few cases if any."" Literal Trump logic. https://t.co/FuoCwndwvX",0
91,1273238742212411392,"Trump on coronavirus testing: ‘If we stopped testing right now, we’d have very few cases, if any’ https://t.co/8PLEzlECUC",0
92,1273236736232116224,"Trump: ""If we stopped testing right now, we'd have very few cases - if any"".
😷",0
93,1273227268769361920,"#WednesdayWisdom

""If we stopped testing right now, we'd have very few cases, if any."" 
- Trump 

Object permanence is a 9 month old developmental milestone that involves a baby's understanding that when things disappear from view, they don't cease to exist.",0
94,1273219952074469380,"“If we stopped testing right now, we’d have very few cases, if any,” Trump said on Monday......man is a genius!",0
95,1273212115856261120,"@Acyn “If you don’t test, you don’t have any cases,” Trump assured us.

“If we stopped testing right now—we’d have very few cases—if ANY.•

Does Trump believe that if he didn’t SEE, AGREE, or DECREE, that “it” didn’t happen, “it” isn’t real? https://t.co/xKkzJ4ab2W",0
96,1273174890061934594,"Trump on coronavirus testing: ‘If we stopped testing right now, we’d have very few cases, if any’ https://t.co/67SKKVK3Zj via @YahooNews "" HOW STUPID CAN ONE PERSON BE """,0
97,1273148841819344897,"hey you stole our bit! you bit biter! -- “If you don’t test, you don’t have any cases. If we stopped testing right now, we’d have very few cases, if any.” Ahead of Trump Rally, Republicans Spin COVID-19 Metrics https://t.co/EIclJJ86VL",0
98,1273148836953948162,"Trump on coronavirus testing: ‘If we stopped testing right now, we’d have very few cases, if any’ https://t.co/0sRb0GPj22",0
99,1273148746533146624,"#lightbulbmoment Trump on coronavirus testing: ‘If we stopped testing right now, we’d have very few cases, if any’ 🤔🤔🤔🤔🤔 https://t.co/By7zSN4RjW",0
100,1273122768087855107,"Trump on coronavirus testing: ‘If we stopped testing right now, we’d have very few cases, if any’ https://t.co/NFGKMLC9Tx 
Yeah. And if my grandma had wheels, she'd be a wagon.",0
101,1273105738366431233,"""If we stopped testing right now, we'd have very few cases, if any.""

- President Donald J. Trump",0
102,1273069566319407104,"I missed capturing the entirety of the quote ""If you don’t test, you don’t have any cases. If we stopped testing right now, we’d have very few cases, if any."" Truly Trumps ingenuousness knows no bounds.",0
103,1273062676420341760,"@realdonaldtrump said about COVID-19 testing, “If you don’t test, you don’t have any cases. If we stopped testing right now, we’d have very few cases, if any.” Just how stupid is he?",0
104,1273054465151700993,"@realDonaldTrump @realDonaldTrump you are so on point americans are stupid to believe you “Trump on coronavirus testing: ‘If we stopped testing right now, we’d have very few cases, if any’”",0
105,1273046233070710785,"Massive failure of leadership and complete denial of the issue =“If you don’t test, you don’t have any cases. If we stopped testing right now, we’d have very few cases, if any,"" Trump said.  https://t.co/u0V52SW1dY",0
106,1273039551813103617,"""If we stopped testing right now, we'd have very few cases, if any.""

- President Donald J. Trump",0
107,1273035650481229826,"“If we stopped testing right now, we’d have very few cases, if any”

Forget everything except that quote above, which is directly out of Trump’s mouth.

How could any sane, reasonable person hear that come out of his mouth and say....yup, that’s choice to lead our country ? ! ?",0
108,1273024127377555456,"@DanCrenshawTX Add this to the long list of @realDonaldTrump Idiocracies: 
""If we stopped testing right now, we’d have very few cases, if any.""  Derp!🤦‍♂️#TrumpDeathTroll125K #TrumpIsNotWell 
https://t.co/rzhBG4D4nD",0
109,1272996408472285187,"""If you don't test, you don't have any cases. If we stopped testing right now,  we'd have very few cases, if any.""

Some/any trumpian explain this logic to me.",0
110,1272973429629759488,"Donald Trump said “If we stopped testing right now, we’d have very few cases, if any.” So, to recap, Trump’s proposed COVID-19 solutions include: inject yourself with bleach; stand in the sunlight; take dangerous, useless drugs; kill all the old people; just ignore the problem.",0
111,1272968946954764288,"If we eliminated the presidency we would not have a president. 
Come to think of it we don’t have one now anyway. 
Trump on coronavirus testing: ‘If we stopped testing right now, we’d have very few cases, if any’ https://t.co/Jyaw8ivWso via @Yahoo",0
112,1272962566638063616,"I guess he's technically right.
“If we stopped testing right now, we’d have very few cases, if any.""
- Donald Trump",0
113,1272955602910810112,"""If we stopped testing right now, we'd have very few cases, if any""  ~~ Moron-in-Chief  😷🤦‍♀️",0
114,1272947788846784513,"Trump on coronavirus testing: ‘If we stopped testing right now, we’d have very few cases, if any’ https://t.co/D3Dn4AC8Do",0
115,1272944842952278017,".@realDonaldTrump coronavirus testing: ‘If we stopped testing right now, we’d have very few cases, if any’",0
116,1272935321517395970,"Trump on coronavirus testing: ‘If we stopped testing right now, we’d have very few cases, if any’ https://t.co/lzmIhEjRdp @realDonaldTrump IDIOT!!",0
117,1272931189385498624,"Trump on coronavirus testing: ‘If we stopped testing right now, we’d have very few cases, if any’ https://t.co/y86Lrman7R via @YahooNews",0
118,1272927760441212928,"Ignorance and stupidity. Trump said,”If you don't test, you don't have any cases. If we stopped testing right now, we'd have very few cases, if any.”  https://t.co/GBFn31gzZG",0
119,1272926766445867015,"A TEST OF YOUR LOGICAL SKILLS - Concerning Coronavirus Trump just said, ""If we stopped testing right now we'd have very few cases if any."" True or false?",0
120,1272926411209297921,"This is a new level of stupidity @realDonaldTrump. First he shows a complete lack of understanding basic logic, then contradicts himself 20 seconds later 😐

Trump on coronavirus testing: ‘If we stopped testing right now, we’d have very few cases, if any’ https://t.co/p9AcncOsdv",0
121,1272925182445977600,"Trump on coronavirus testing: ‘If we stopped testing right now, we’d have very few cases, if any’ https://t.co/r2LSAZ0QoQ via @YahooNews 
And he has access to nuclear weapons......☠️😥🇷🇺",0
122,1272924906393567232,"Trump on coronavirus testing: ‘If we stopped testing right now, we’d have very few cases, if any’ https://t.co/we6R4tFR3E via @YahooNews",0
123,1272924181412241411,"Trump on coronavirus testing: ‘If we stopped testing right now, we’d have very few cases, if any’ https://t.co/tsg2XtZ9Uc",0
124,1272921023613034498,"Moronic Quote of the Week...

Regarding #COVID19: ""If we stopped testing right now, we'd have very few cases, if any.""

Good Lord.",0
125,1272919920658038784,"@JoeBiden 6/15
“If you don’t test, you don’t have any cases.  If we stopped testing right now, we’d have very few cases, if any.”-DJT

As of this writing only 25,298,629 tests administered.

March 7: “No, I’m not concerned at all. No, we’ve done a great job with it.”-DJT 101 days ago.",0
126,1272919312030855168,"""And if we close our eyes, the whole world will go away."" Trump on coronavirus testing: ‘If we stopped testing right now, we’d have very few cases, if any’ https://t.co/Zj155r33Ol",0
127,1272917285582356480,"""If you don't test, you don't have any cases. If we stopped testing right now, we'd have very few cases, if any. But we do."" -Trump

He's found a perfect cure. So if you don't investigate, there is no crime. If you don't look, it didn't happen.",0
128,1272916780772503552,"""If we stopped testing right now, we'd have very few cases, if any. But we do,"" Trump said, in remarks that recalled his initial denial that the coronavirus would be a threat to the United States early in the year -- until it was too late. FUCKING IDIOT! Murderer.",0
129,1272916662874972160,"Trump on coronavirus testing: ‘If we stopped testing right now, we’d have very few cases, if any’ https://t.co/zUQOyjqVxg via @YahooNews",0
130,1272912570438037506,"What kind of arugement is ""If we stopped testing right now, we'd have very few cases, if any."" That just doesn't make sense. Of course if you stop something then it puts an end to it BUT that doesn't mean it goes away.",0
131,1272905188957999116,"Trump on Mon suggested that the #COVID19 was already a faded threat in comments that defied science &amp; logic.

""If you don't test, you don't have any cases,"" he said. ""If we stopped testing right now, we'd have very few cases, if any. But we do,"" Trump said
https://t.co/3Oo3xgVcT1",0
132,1272901182730702849,"""If we stopped testing right now, we'd have very few cases, if any. But we do,"" Trump said.

Just let that sink in. And then try to explain to me how you think he is a leader.",0
133,1272900713769848837,"#DONALDTRUMP on the Coronavirus: “ If we stopped testing right now, we’d have very few cases if any”.  The Nut Job",0
134,1272899325400621061,"Trump on coronavirus testing: ‘If we stopped testing right now, we’d have very few cases, if any’ https://t.co/SQ1eVRhA8G",0
135,1272890919642161156,"Trump on coronavirus testing: ‘If we stopped testing right now, we’d have very few cases, if any’ https://t.co/cMkDplMecZ via @YahooNews",0
136,1272889126346514433,"Trump on coronavirus testing: ‘If we stopped testing right now, we’d have very few cases, if any’ https://t.co/5RESsYcNti via @YahooNews",0
137,1272880706478358530,"This thinking would fail the #LSAT:  
""""If you don't test, you don't have any cases,"" he said.
""If we stopped testing right now, we'd have very few cases, if any. But we do."" -President Trump
Even 9 months old understand object permanence.",0
138,1272878865971425281,"@mmpadellan Pence, Carson, and Azar all sat there while Trump said, ""If we stopped testing right now, we’d have very few cases, if any.""  Those grown-ass men sat there and listened to that insanity with a straight face. They've grown too comfortable with Trump's noose around their balls. https://t.co/Z8fLkCePal",0
139,1272878817040838658,“If you don’t test you don’t have any cases. If we stopped testing right now we’d have very few cases if any.” Yes @realDonaldTrump really said that. And if I didn’t check my bank statement I would not know how much money I had. Can’t make this stuff up.,0
140,1272865674516467712,"Trump on coronavirus testing: ‘If we stopped testing right now, we’d have very few cases, if any’ https://t.co/Fpmqz42DIG And if you stopped speaking you wouldn't sound like a Moron! @realDonaldTrump",0
141,1272864796745125888,"Trump on coronavirus testing: ‘If we stopped testing right now, we’d have very few cases, if any’ https://t.co/Fpmqz42DIG  And if you stopped speaking you wouldn't sound like a Moron . @realDonaldTrump",0
142,1272864190391336960,"@realDonaldTrump: “If we stopped testing right now, we’d have very few cases, if any”. Does he think that testing causes COVID-19, or that with less testing we just wouldn’t know the truth? Either way @POTUS poses a serious problem to America.",0
143,1272861488252776448,"Oh if we ignore the problem, there will be no problem??? Trump on coronavirus testing: ‘If we stopped testing right now, we’d have very few cases, if any’ https://t.co/EgL8FUG1Hy",0
144,1272861072471416832,"""If we stopped testing right now, we'd have very few cases, if any. But we do,"" #trumpsanidiot #TrumpLiesAmericansDie ⁦@realDonaldTrump⁩ #TrumpsJealousOfObama https://t.co/SWVuszl6bG",0
145,1272860558686146560,"‘If we stopped testing right now, we’d have very few cases, if any’.  Could we just all finally admit that @realDonaldTrump is dangerously insane.  To even make that statement shows how seriously impaired his mental ability is  

https://t.co/WYx4BG6pI5",0
146,1272848518177345536,"At the White House on Monday, President Trump spoke about testing for the coronavirus in the U.S., saying, “If we stopped testing right now, we’d have very few cases, if any.”
https://t.co/C1x6BvU80B",0
147,1272842820110487553,"Trump on coronavirus testing: ‘If we stopped testing right now, we’d have very few cases, if any’ https://t.co/WrKJFHnq12 via @Yahoo",0
148,1272837939047862273,"I am laughing my ass off

Trump on coronavirus testing: ‘If we stopped testing right now, we’d have very few cases, if any’ https://t.co/v5gykeW8aY via @YahooNews",0
149,1272834958571298817,"Trump on coronavirus testing: ‘If we stopped testing right now, we’d have very few cases, if any’ 🤣🤣🤣
https://t.co/I9iPaKMKtm",0
150,1272833269080489991,"Trump on coronavirus testing: ‘If we stopped testing right now, we’d have very few cases, if any’ https://t.co/OgGOJZDRFT",0
151,1272830410372739073,"Trump: If you don't test, you don't have any cases. If we stopped testing right now, we'd have very few cases, if any. But we do. Me: If I stop listening to you and reading the news are you no longer my president. 🤔",0
